position,LB
minutes,81.0
passes_completed,19.0
passes,29.0
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,5.0
passes_short,8.0
passes_completed_medium,6.0
passes_medium,10.0
passes_completed_long,8.0
passes_long,10.0
passes_total_distance,479.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,8.0
passes_switches,0.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,0.0
passes_blocked,1.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,1.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,1.0
passes_into_penalty_area,0.0
progressive_passes,2.0
carry_progressive_distance,26.0
assisted_shots,1.0
fouled,0.0
pens_won,0.0
tackles,6.0
interceptions,1.0
blocks,0.0
tackles_won,3.0
dribble_tackles,3.0
dribbles_vs,5.0
pressures,3.0
pressure_regains,0.0
clearances,0.0
errors,0.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,15.0
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
