position,DM
minutes,414.0
passes_completed,271.0
passes,341.0
dribbles_completed,2.0
dribbles,3.0
passes_completed_short,97.0
passes_short,106.0
passes_completed_medium,116.0
passes_medium,135.0
passes_completed_long,52.0
passes_long,91.0
passes_total_distance,5412.0
passes_free_kicks,10.0
through_balls,0.0
passes_pressure,59.0
passes_switches,13.0
crosses,12.0
corner_kicks,16.0
passes_intercepted,9.0
passes_blocked,4.0
dispossessed,1.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,3.0
sca,22.0
gca,1.0
xg,0.4
crosses_into_penalty_area,2.0
passes_into_final_third,31.0
passes_into_penalty_area,7.0
progressive_passes,32.0
carry_progressive_distance,389.0
assisted_shots,10.0
fouled,1.0
pens_won,0.0
tackles,16.0
interceptions,3.0
blocks,8.0
tackles_won,10.0
dribble_tackles,2.0
dribbles_vs,8.0
pressures,75.0
pressure_regains,17.0
clearances,5.0
errors,1.0
aerials_won,0.0
aerials_lost,1.0
ball_recoveries,42.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
