position,DM
minutes,807.0
passes_completed,260.0
passes,338.0
dribbles_completed,2.0
dribbles,4.0
passes_completed_short,74.0
passes_short,92.0
passes_completed_medium,145.0
passes_medium,180.0
passes_completed_long,37.0
passes_long,55.0
passes_total_distance,5330.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,75.0
passes_switches,11.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,8.0
passes_blocked,5.0
dispossessed,9.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,1.0
sca,7.0
gca,1.0
xg,0.2
crosses_into_penalty_area,1.0
passes_into_final_third,32.0
passes_into_penalty_area,2.0
progressive_passes,26.0
carry_progressive_distance,639.0
assisted_shots,3.0
fouled,2.0
pens_won,0.0
tackles,22.0
interceptions,14.0
blocks,18.0
tackles_won,15.0
dribble_tackles,6.0
dribbles_vs,25.0
pressures,199.0
pressure_regains,60.0
clearances,4.0
errors,0.0
aerials_won,4.0
aerials_lost,2.0
ball_recoveries,86.0
pens_conceded,0.0
fouls,17.0
cards_yellow_red,0.0
