position,LW
minutes,568.0
passes_completed,128.0
passes,185.0
dribbles_completed,8.0
dribbles,14.0
passes_completed_short,74.0
passes_short,97.0
passes_completed_medium,42.0
passes_medium,62.0
passes_completed_long,7.0
passes_long,16.0
passes_total_distance,1876.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,44.0
passes_switches,1.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,7.0
passes_blocked,9.0
dispossessed,4.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,3.0
sca,11.0
gca,2.0
xg,0.5
crosses_into_penalty_area,0.0
passes_into_final_third,10.0
passes_into_penalty_area,4.0
progressive_passes,14.0
carry_progressive_distance,467.0
assisted_shots,5.0
fouled,7.0
pens_won,0.0
tackles,9.0
interceptions,2.0
blocks,9.0
tackles_won,5.0
dribble_tackles,3.0
dribbles_vs,13.0
pressures,127.0
pressure_regains,28.0
clearances,4.0
errors,0.0
aerials_won,3.0
aerials_lost,7.0
ball_recoveries,61.0
pens_conceded,0.0
fouls,8.0
cards_yellow_red,0.0
