position,RW
minutes,2592.0
passes_completed,999.0
passes,1205.0
dribbles_completed,46.0
dribbles,90.0
passes_completed_short,618.0
passes_short,703.0
passes_completed_medium,313.0
passes_medium,371.0
passes_completed_long,29.0
passes_long,50.0
passes_total_distance,13467.0
passes_free_kicks,1.0
through_balls,4.0
passes_pressure,265.0
passes_switches,11.0
crosses,47.0
corner_kicks,5.0
passes_intercepted,26.0
passes_blocked,60.0
dispossessed,64.0
goals,18.0
assists,11.0
pens_made,1.0
pens_att,1.0
shots_total,85.0
shots_on_target,33.0
sca,134.0
gca,27.0
xg,17.099999999999998
crosses_into_penalty_area,6.0
passes_into_final_third,32.0
passes_into_penalty_area,60.0
progressive_passes,88.0
carry_progressive_distance,4812.0
assisted_shots,53.0
fouled,58.0
pens_won,6.0
tackles,22.0
interceptions,14.0
blocks,31.0
tackles_won,17.0
dribble_tackles,5.0
dribbles_vs,14.0
pressures,300.0
pressure_regains,99.0
clearances,2.0
errors,0.0
aerials_won,4.0
aerials_lost,8.0
ball_recoveries,161.0
pens_conceded,1.0
fouls,39.0
cards_yellow_red,1.0
