position,RW
minutes,674.0
passes_completed,-0.4269
passes,-0.6364
dribbles_completed,0.671
dribbles,1.4461
passes_completed_short,0.12
passes_short,-0.0792
passes_completed_medium,-0.6785
passes_medium,-0.7345
passes_completed_long,-0.7171
passes_long,-0.9868
passes_total_distance,-0.5829
passes_free_kicks,-1.022
through_balls,1.2605
passes_pressure,0.1838
passes_switches,-0.2505
crosses,0.406
corner_kicks,-0.1764
passes_intercepted,-0.2927
passes_blocked,-0.5009
dispossessed,1.7587
goals,1.572
assists,-0.7714
pens_made,2.9338
pens_att,2.3831
shots_total,-0.3486
shots_on_target,-0.3743
sca,0.2708
gca,-0.4163
xg,0.548
crosses_into_penalty_area,1.5109
passes_into_final_third,-0.8081
passes_into_penalty_area,0.1539
progressive_passes,-0.7747
carry_progressive_distance,0.445
assisted_shots,0.1386
fouled,0.8608
pens_won,2.8728
tackles,-0.8628
interceptions,0.5963
blocks,2.0573
tackles_won,-0.6688
dribble_tackles,-0.377
dribbles_vs,-0.4026
pressures,-0.2864
pressure_regains,0.1733
clearances,-0.7743
errors,-0.376
aerials_won,-1.1372
aerials_lost,-0.0791
ball_recoveries,-0.1366
pens_conceded,-0.3183
fouls,0.5504
cards_yellow_red,-0.1907
