position,LM
minutes,482.0
passes_completed,-1.2221
passes,-1.1791
dribbles_completed,-0.625
dribbles,-0.1289
passes_completed_short,-0.9412
passes_short,-0.7372
passes_completed_medium,-1.1297
passes_medium,-1.1775
passes_completed_long,-1.0648
passes_long,-1.076
passes_total_distance,-1.2138
passes_free_kicks,-1.022
through_balls,-0.6322
passes_pressure,-0.8457
passes_switches,-0.5947
crosses,-0.2119
corner_kicks,-0.5567
passes_intercepted,-0.1069
passes_blocked,-0.2299
dispossessed,1.3323
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.2418
shots_on_target,0.8019
sca,0.1387
gca,-1.0103
xg,-0.3545
crosses_into_penalty_area,-0.1903
passes_into_final_third,-0.8255
passes_into_penalty_area,-0.7239
progressive_passes,-0.5027
carry_progressive_distance,0.6111
assisted_shots,-0.0547
fouled,0.1006
pens_won,-0.2937
tackles,-0.201
interceptions,-0.0758
blocks,0.2907
tackles_won,-0.5302
dribble_tackles,0.0456
dribbles_vs,0.0033
pressures,0.1093
pressure_regains,1.0277
clearances,-0.9031
errors,-0.376
aerials_won,-0.7613
aerials_lost,-0.7458
ball_recoveries,-0.4411
pens_conceded,-0.3183
fouls,0.9793
cards_yellow_red,-0.1907
