position,CB
minutes,630.0
passes_completed,1.138
passes,1.0723
dribbles_completed,-0.2976
dribbles,-0.493
passes_completed_short,0.3025
passes_short,0.1332
passes_completed_medium,1.3699
passes_medium,1.2999
passes_completed_long,1.5067
passes_long,1.3969
passes_total_distance,1.4318
passes_free_kicks,2.5178
through_balls,0.3802
passes_pressure,-0.6609
passes_switches,0.1355
crosses,-0.3111
corner_kicks,-0.0142
passes_intercepted,-0.8531
passes_blocked,-0.197
dispossessed,-0.9299
goals,0.0948
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.022
shots_on_target,-0.6788
sca,-0.5199
gca,-1.0103
xg,-0.3779
crosses_into_penalty_area,-0.8508
passes_into_final_third,0.6502
passes_into_penalty_area,-0.8611
progressive_passes,0.9633
carry_progressive_distance,1.0659
assisted_shots,-0.3697
fouled,-0.1213
pens_won,-0.2937
tackles,-0.6164
interceptions,0.1548
blocks,-0.1054
tackles_won,-0.3374
dribble_tackles,-0.6812
dribbles_vs,-0.7969
pressures,-1.1409
pressure_regains,-0.0813
clearances,0.705
errors,-0.376
aerials_won,0.8759
aerials_lost,0.0081
ball_recoveries,0.6847
pens_conceded,-0.3183
fouls,-0.4253
cards_yellow_red,-0.1907
