position,CB
minutes,1612.0
passes_completed,-0.3178
passes,-0.535
dribbles_completed,-1.0578
dribbles,-1.1536
passes_completed_short,-1.3428
passes_short,-1.5033
passes_completed_medium,0.1809
passes_medium,0.1352
passes_completed_long,0.9631
passes_long,0.4781
passes_total_distance,0.1785
passes_free_kicks,0.559
through_balls,-0.6322
passes_pressure,-1.802
passes_switches,-0.3781
crosses,-1.1359
corner_kicks,-0.5567
passes_intercepted,-1.0725
passes_blocked,-1.6208
dispossessed,-1.2254
goals,-0.404
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.041
shots_on_target,-0.8921
sca,-1.5426
gca,-1.0103
xg,-0.8109
crosses_into_penalty_area,-0.8508
passes_into_final_third,-1.0449
passes_into_penalty_area,-1.308
progressive_passes,-1.0208
carry_progressive_distance,-1.1481
assisted_shots,-1.3155
fouled,-0.685
pens_won,-0.2937
tackles,0.0795
interceptions,-0.3533
blocks,0.0186
tackles_won,0.0187
dribble_tackles,0.1885
dribbles_vs,-0.5941
pressures,-1.0833
pressure_regains,-1.0988
clearances,2.9182
errors,1.9661
aerials_won,0.8859
aerials_lost,0.0644
ball_recoveries,0.2148
pens_conceded,-0.3183
fouls,-0.0555
cards_yellow_red,-0.1907
