position,GK
passes_completed,-1.0801
passes,-1.1307
dribbles_completed,-1.0655
dribbles,-1.066
passes_completed_short,-1.902
passes_short,-2.0569
passes_completed_medium,-0.5914
passes_medium,-0.8825
passes_completed_long,0.6751
passes_long,1.1753
passes_total_distance,-0.2697
passes_free_kicks,0.5874
through_balls,-0.7252
passes_pressure,-1.6112
passes_switches,-0.5115
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.557
passes_blocked,-1.6464
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.4212
gca,-1.0626
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.3914
passes_into_penalty_area,-1.219
progressive_passes,-1.7632
carry_progressive_distance,-1.3031
assisted_shots,-1.2854
fouled,-1.36
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.125
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7999
pressures,-2.127
pressure_regains,-2.2692
clearances,-1.006
errors,0.6333
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-0.9688
pens_conceded,-0.4415
fouls,-1.8668
cards_yellow_red,-0.2618
