position,RW
minutes,531.0
passes_completed,0.3253
passes,0.4787
dribbles_completed,-0.6819
dribbles,-0.3487
passes_completed_short,0.9119
passes_short,1.1545
passes_completed_medium,0.0288
passes_medium,0.015
passes_completed_long,-0.7411
passes_long,-0.4566
passes_total_distance,-0.1562
passes_free_kicks,-0.8221
through_balls,-0.6322
passes_pressure,2.2747
passes_switches,-0.487
crosses,1.1008
corner_kicks,-0.2349
passes_intercepted,2.1154
passes_blocked,0.6089
dispossessed,-0.6477
goals,-0.724
assists,0.5877
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.8122
shots_on_target,0.2175
sca,0.2459
gca,1.2518
xg,0.2049
crosses_into_penalty_area,0.3483
passes_into_final_third,-0.1721
passes_into_penalty_area,0.8127
progressive_passes,0.9835
carry_progressive_distance,-0.3762
assisted_shots,0.065
fouled,-0.7496
pens_won,-0.2937
tackles,1.8428
interceptions,0.1346
blocks,1.3792
tackles_won,1.7205
dribble_tackles,2.153
dribbles_vs,2.4117
pressures,1.3539
pressure_regains,1.5558
clearances,-1.0155
errors,-0.376
aerials_won,-1.1372
aerials_lost,-0.4473
ball_recoveries,-1.1054
pens_conceded,-0.3183
fouls,-0.3978
cards_yellow_red,6.9715
