position,DM
passes_completed,0.3499
passes,-0.0241
dribbles_completed,-0.9472
dribbles,-0.9858
passes_completed_short,-0.5343
passes_short,-0.6818
passes_completed_medium,1.1049
passes_medium,0.8859
passes_completed_long,0.0745
passes_long,-0.3031
passes_total_distance,0.4897
passes_free_kicks,-0.1837
through_balls,-0.5333
passes_pressure,-1.0895
passes_switches,-0.6327
crosses,-0.9421
corner_kicks,-0.4808
passes_intercepted,-1.0273
passes_blocked,-1.4298
dispossessed,-1.0563
goals,-0.484
assists,-0.2251
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.3941
shots_on_target,-0.4291
sca,-1.1445
gca,-0.8474
xg,-0.4363
crosses_into_penalty_area,-0.8365
passes_into_final_third,-0.3295
passes_into_penalty_area,-1.0835
progressive_passes,-0.6764
carry_progressive_distance,-0.1515
assisted_shots,-1.1015
fouled,-0.4764
pens_won,-0.3695
tackles,-0.2108
interceptions,-0.0909
blocks,0.0112
tackles_won,-0.0025
dribble_tackles,0.0074
dribbles_vs,-0.7691
pressures,-1.3702
pressure_regains,-1.1388
clearances,1.1737
errors,0.835
aerials_won,0.4666
aerials_lost,-0.4534
ball_recoveries,-0.1042
pens_conceded,-0.4415
fouls,-0.4244
cards_yellow_red,-0.2618
