position,CB
minutes,1305.0
passes_completed,0.5748
passes,0.4242
dribbles_completed,-0.7103
dribbles,-0.8467
passes_completed_short,-0.2239
passes_short,-0.3448
passes_completed_medium,1.1665
passes_medium,1.061
passes_completed_long,0.2811
passes_long,0.2334
passes_total_distance,0.7148
passes_free_kicks,1.2565
through_balls,-0.1434
passes_pressure,0.2635
passes_switches,-0.656
crosses,-1.0222
corner_kicks,-0.5567
passes_intercepted,-0.0794
passes_blocked,-1.1606
dispossessed,-0.9467
goals,-0.3288
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.8988
shots_on_target,-0.8599
sca,-1.2869
gca,-1.0103
xg,-0.5443
crosses_into_penalty_area,-0.8508
passes_into_final_third,-0.443
passes_into_penalty_area,-1.308
progressive_passes,-0.6882
carry_progressive_distance,0.6652
assisted_shots,-1.1976
fouled,0.1051
pens_won,-0.2937
tackles,0.6431
interceptions,1.391
blocks,0.034
tackles_won,0.0933
dribble_tackles,0.5711
dribbles_vs,0.0546
pressures,-1.0326
pressure_regains,-0.0425
clearances,3.2206
errors,2.5171
aerials_won,3.861
aerials_lost,0.3203
ball_recoveries,0.9861
pens_conceded,-0.3183
fouls,-0.3694
cards_yellow_red,-0.1907
