position,RW
minutes,3574.0
passes_completed,-0.6187
passes,-0.2737
dribbles_completed,0.7005
dribbles,0.9331
passes_completed_short,-0.5221
passes_short,-0.4005
passes_completed_medium,-0.6508
passes_medium,-0.4841
passes_completed_long,-0.2365
passes_long,0.2067
passes_total_distance,-0.5952
passes_free_kicks,0.0179
through_balls,-0.4537
passes_pressure,0.1432
passes_switches,0.8171
crosses,3.0804
corner_kicks,2.3596
passes_intercepted,1.448
passes_blocked,1.5166
dispossessed,1.492
goals,-0.5797
assists,0.4402
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.2986
shots_on_target,-0.3499
sca,1.4053
gca,0.11
xg,-0.5112
crosses_into_penalty_area,2.4449
passes_into_final_third,-0.5153
passes_into_penalty_area,1.1338
progressive_passes,-0.2508
carry_progressive_distance,1.1663
assisted_shots,2.4744
fouled,0.1379
pens_won,0.3035
tackles,-0.5683
interceptions,0.4161
blocks,0.1428
tackles_won,-0.4272
dribble_tackles,-0.5042
dribbles_vs,-0.3146
pressures,0.0108
pressure_regains,-0.1671
clearances,-0.8942
errors,-0.376
aerials_won,-0.9091
aerials_lost,-0.726
ball_recoveries,-0.7194
pens_conceded,-0.3183
fouls,-0.6582
cards_yellow_red,-0.1907
