position,WB
passes_completed,1.3089
passes,1.698
dribbles_completed,-0.2496
dribbles,-0.047
passes_completed_short,2.6011
passes_short,2.7941
passes_completed_medium,0.2306
passes_medium,0.6268
passes_completed_long,-0.3441
passes_long,-0.0037
passes_total_distance,0.5608
passes_free_kicks,1.8112
through_balls,-0.632
passes_pressure,0.2787
passes_switches,0.5345
crosses,1.8348
corner_kicks,1.1528
passes_intercepted,3.0671
passes_blocked,2.0779
dispossessed,-1.0747
goals,-0.7238
assists,1.6354
pens_made,-0.2418
pens_att,-0.271
shots_total,-1.0183
shots_on_target,-0.2929
sca,-0.7042
gca,0.3252
xg,-0.8908
crosses_into_penalty_area,0.2111
passes_into_final_third,-0.1544
passes_into_penalty_area,0.5699
progressive_passes,-0.1341
carry_progressive_distance,0.8848
assisted_shots,-0.102
fouled,1.1739
pens_won,-0.2935
tackles,0.1629
interceptions,-1.0094
blocks,0.0086
tackles_won,-0.786
dribble_tackles,0.1522
dribbles_vs,-0.9132
pressures,-1.1071
pressure_regains,-0.7264
clearances,0.0692
errors,-0.3758
aerials_won,-0.5326
aerials_lost,-1.0155
ball_recoveries,0.2135
pens_conceded,-0.3182
fouls,-1.5579
cards_yellow_red,-0.1906
