position,RM
minutes,305.0
passes_completed,-0.8094
passes,-0.1641
dribbles_completed,0.3838
dribbles,0.5317
passes_completed_short,-0.398
passes_short,-0.2362
passes_completed_medium,-1.1135
passes_medium,-0.694
passes_completed_long,-0.2581
passes_long,0.9402
passes_total_distance,-0.683
passes_free_kicks,2.8079
through_balls,1.4591
passes_pressure,0.4676
passes_switches,2.3982
crosses,3.0016
corner_kicks,4.4853
passes_intercepted,2.2926
passes_blocked,-0.5731
dispossessed,-0.0791
goals,-0.724
assists,3.9611
pens_made,-0.2419
pens_att,-0.2711
shots_total,2.0922
shots_on_target,1.8644
sca,1.9111
gca,2.9281
xg,0.169
crosses_into_penalty_area,0.193
passes_into_final_third,-0.9031
passes_into_penalty_area,-0.385
progressive_passes,0.022
carry_progressive_distance,-0.5681
assisted_shots,2.4187
fouled,-0.0706
pens_won,-0.2937
tackles,-0.5721
interceptions,-1.0205
blocks,0.4321
tackles_won,-0.8043
dribble_tackles,-0.6564
dribbles_vs,-0.5848
pressures,1.0935
pressure_regains,0.9794
clearances,-0.127
errors,-0.376
aerials_won,0.3479
aerials_lost,0.8184
ball_recoveries,0.0519
pens_conceded,-0.3183
fouls,1.3006
cards_yellow_red,-0.1907
