position,FW
minutes,6858.0
passes_completed,-0.8029
passes,-0.7779
dribbles_completed,0.6814
dribbles,0.8839
passes_completed_short,-0.1386
passes_short,0.0245
passes_completed_medium,-1.0042
passes_medium,-0.9674
passes_completed_long,-1.0913
passes_long,-1.2116
passes_total_distance,-1.013
passes_free_kicks,-0.9136
through_balls,0.2049
passes_pressure,-0.7887
passes_switches,-0.6497
crosses,0.8665
corner_kicks,-0.4944
passes_intercepted,0.0188
passes_blocked,0.7017
dispossessed,0.7386
goals,3.0369
assists,1.5438
pens_made,1.3186
pens_att,1.0332
shots_total,2.4756
shots_on_target,2.767
sca,0.8652
gca,1.7338
xg,3.4274
crosses_into_penalty_area,0.0312
passes_into_final_third,-0.9509
passes_into_penalty_area,0.6213
progressive_passes,-0.5529
carry_progressive_distance,0.3842
assisted_shots,0.4704
fouled,-0.1583
pens_won,0.0175
tackles,-1.2547
interceptions,-1.1436
blocks,-1.0722
tackles_won,-1.1709
dribble_tackles,-1.1946
dribbles_vs,-1.124
pressures,-0.5192
pressure_regains,-0.4825
clearances,-0.9049
errors,-0.1007
aerials_won,-0.7542
aerials_lost,-0.387
ball_recoveries,-1.2318
pens_conceded,-0.3183
fouls,-0.6633
cards_yellow_red,-0.1907
