position,DM
passes_completed,-0.2144
passes,-0.2659
dribbles_completed,-1.2419
dribbles,-1.2665
passes_completed_short,0.0681
passes_short,0.0025
passes_completed_medium,-0.1998
passes_medium,-0.2379
passes_completed_long,-0.5165
passes_long,-0.6946
passes_total_distance,-0.2626
passes_free_kicks,-0.4336
through_balls,0.5453
passes_pressure,-0.4694
passes_switches,-1.0383
crosses,-0.1765
corner_kicks,-0.5565
passes_intercepted,-1.8569
passes_blocked,1.2875
dispossessed,-0.4744
goals,1.1804
assists,-0.7711
pens_made,-0.2418
pens_att,3.0308
shots_total,-0.809
shots_on_target,-0.2142
sca,-0.0613
gca,-0.2709
xg,0.1834
crosses_into_penalty_area,-0.2629
passes_into_final_third,0.1049
passes_into_penalty_area,-0.0085
progressive_passes,-0.0348
carry_progressive_distance,-1.2764
assisted_shots,0.0363
fouled,-0.5427
pens_won,-0.2935
tackles,0.391
interceptions,-0.9422
blocks,0.261
tackles_won,0.7787
dribble_tackles,-0.1176
dribbles_vs,0.7624
pressures,0.701
pressure_regains,-0.1675
clearances,-0.3149
errors,-0.3758
aerials_won,-0.1336
aerials_lost,0.226
ball_recoveries,0.6735
pens_conceded,-0.3182
fouls,-0.1609
cards_yellow_red,-0.1906
