position,RM
minutes,-0.3272
passes_completed,0.1683
passes,0.4235
dribbles_completed,-0.7825
dribbles,-0.4761
passes_completed_short,0.0775
passes_short,0.0957
passes_completed_medium,0.0686
passes_medium,0.2098
passes_completed_long,0.4505
passes_long,0.8991
passes_total_distance,0.2971
passes_free_kicks,2.0276
through_balls,-0.0412
passes_pressure,1.6649
passes_switches,1.731
crosses,2.3023
corner_kicks,1.9758
passes_intercepted,1.8557
passes_blocked,1.0558
dispossessed,0.4725
goals,1.1874
assists,-0.1026
pens_made,-0.2418
pens_att,-0.271
shots_total,0.6015
shots_on_target,0.4019
sca,0.2827
gca,-0.2682
xg,0.5467
crosses_into_penalty_area,0.0342
passes_into_final_third,0.6223
passes_into_penalty_area,-0.0037
progressive_passes,1.5223
carry_progressive_distance,-0.2121
assisted_shots,0.4008
fouled,-0.9892
pens_won,-0.2935
tackles,-0.4883
interceptions,0.8035
blocks,0.9259
tackles_won,-0.9609
dribble_tackles,-0.1127
dribbles_vs,1.4586
pressures,1.2867
pressure_regains,1.265
clearances,-0.7641
errors,-0.3758
aerials_won,-1.0529
aerials_lost,-0.4611
ball_recoveries,-0.3147
pens_conceded,-0.3182
fouls,-0.2889
cards_yellow_red,-0.1906
