position,GK
passes_completed,-0.616
passes,-0.521
dribbles_completed,-1.0571
dribbles,-1.0784
passes_completed_short,-1.8819
passes_short,-2.0572
passes_completed_medium,-0.6221
passes_medium,-0.9165
passes_completed_long,2.738
passes_long,2.9188
passes_total_distance,0.9469
passes_free_kicks,3.1333
through_balls,-0.7252
passes_pressure,-2.0096
passes_switches,-0.2974
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.7719
passes_blocked,-1.6904
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.1833
shots_on_target,-0.9337
sca,-1.3644
gca,-0.9493
xg,-0.8339
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.2443
passes_into_penalty_area,-1.219
progressive_passes,-1.7659
carry_progressive_distance,-1.042
assisted_shots,-1.2531
fouled,-1.4801
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.0951
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7291
pressures,-2.1161
pressure_regains,-2.2466
clearances,-1.0323
errors,0.4232
aerials_won,-1.1123
aerials_lost,-1.241
ball_recoveries,-0.8203
pens_conceded,0.1799
fouls,-1.8061
cards_yellow_red,-0.2618
