position,RM
minutes,469.0
passes_completed,-0.6704
passes,-0.4418
dribbles_completed,1.7188
dribbles,1.8523
passes_completed_short,-0.3663
passes_short,-0.235
passes_completed_medium,-1.0794
passes_medium,-0.9599
passes_completed_long,0.4034
passes_long,0.7502
passes_total_distance,-0.455
passes_free_kicks,0.7894
through_balls,0.7278
passes_pressure,-1.1839
passes_switches,2.5107
crosses,1.3965
corner_kicks,1.6292
passes_intercepted,0.8413
passes_blocked,-0.4647
dispossessed,2.0599
goals,-0.724
assists,2.3062
pens_made,-0.2419
pens_att,-0.2711
shots_total,1.9068
shots_on_target,0.8526
sca,2.5234
gca,2.4046
xg,0.9013
crosses_into_penalty_area,1.1856
passes_into_final_third,0.1378
passes_into_penalty_area,1.6933
progressive_passes,0.4016
carry_progressive_distance,2.1088
assisted_shots,2.1874
fouled,1.9652
pens_won,-0.2937
tackles,-0.6063
interceptions,-0.4337
blocks,-0.8429
tackles_won,-0.8296
dribble_tackles,-0.9297
dribbles_vs,-1.0701
pressures,-0.601
pressure_regains,-1.0051
clearances,-1.0155
errors,-0.376
aerials_won,-0.7509
aerials_lost,-0.5303
ball_recoveries,-1.2799
pens_conceded,-0.3183
fouls,0.4415
cards_yellow_red,-0.1907
