position,RB
minutes,1432.0
passes_completed,0.3098
passes,0.5124
dribbles_completed,-0.6882
dribbles,-0.7563
passes_completed_short,0.0429
passes_short,0.0125
passes_completed_medium,0.5573
passes_medium,0.6937
passes_completed_long,0.1426
passes_long,0.4494
passes_total_distance,0.4128
passes_free_kicks,-0.3546
through_balls,-0.1868
passes_pressure,0.3584
passes_switches,0.2209
crosses,0.2119
corner_kicks,-0.5567
passes_intercepted,-0.3845
passes_blocked,1.0705
dispossessed,-0.9171
goals,-0.724
assists,-0.2674
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.9376
shots_on_target,-1.029
sca,-0.71
gca,-0.7307
xg,-0.8911
crosses_into_penalty_area,0.2608
passes_into_final_third,-0.0471
passes_into_penalty_area,-0.325
progressive_passes,0.4795
carry_progressive_distance,0.0511
assisted_shots,-0.5832
fouled,-1.0713
pens_won,-0.2937
tackles,0.709
interceptions,0.2024
blocks,0.4153
tackles_won,0.4717
dribble_tackles,1.8909
dribbles_vs,2.1657
pressures,-0.1429
pressure_regains,0.7772
clearances,0.8011
errors,-0.376
aerials_won,0.0015
aerials_lost,-0.2177
ball_recoveries,1.1629
pens_conceded,-0.3183
fouls,-1.3324
cards_yellow_red,-0.1907
