position,RW
minutes,-0.806
passes_completed,1.0937
passes,1.0256
dribbles_completed,2.688
dribbles,2.1545
passes_completed_short,1.6244
passes_short,1.5564
passes_completed_medium,0.6758
passes_medium,0.6804
passes_completed_long,0.1805
passes_long,0.2048
passes_total_distance,0.8625
passes_free_kicks,0.0301
through_balls,-0.632
passes_pressure,1.2383
passes_switches,1.7884
crosses,2.7857
corner_kicks,0.2897
passes_intercepted,-1.1605
passes_blocked,-0.5633
dispossessed,-0.7418
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.3939
shots_on_target,-0.3002
sca,2.1775
gca,0.312
xg,-0.6773
crosses_into_penalty_area,3.3536
passes_into_final_third,-0.7153
passes_into_penalty_area,3.3395
progressive_passes,0.6086
carry_progressive_distance,2.5914
assisted_shots,2.0189
fouled,1.5474
pens_won,-0.2935
tackles,1.9003
interceptions,-1.0156
blocks,-0.4819
tackles_won,1.8016
dribble_tackles,2.4969
dribbles_vs,1.871
pressures,0.9173
pressure_regains,0.8122
clearances,-0.8362
errors,-0.3758
aerials_won,-1.1368
aerials_lost,-0.0924
ball_recoveries,-0.0343
pens_conceded,-0.3182
fouls,1.3245
cards_yellow_red,-0.1906
