position,FW
passes_completed,-1.4833
passes,-1.756
dribbles_completed,0.9691
dribbles,1.1415
passes_completed_short,-0.9064
passes_short,-0.9168
passes_completed_medium,-1.4404
passes_medium,-1.5182
passes_completed_long,-1.3624
passes_long,-1.4201
passes_total_distance,-1.6203
passes_free_kicks,-1.0035
through_balls,-0.3771
passes_pressure,-0.6042
passes_switches,-1.275
crosses,-0.64
corner_kicks,-0.4808
passes_intercepted,-0.9703
passes_blocked,-0.6644
dispossessed,1.2738
goals,1.5938
assists,-0.4812
pens_made,0.8387
pens_att,0.632
shots_total,1.0007
shots_on_target,1.4974
sca,0.5941
gca,0.4986
xg,1.8092
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.0684
passes_into_penalty_area,-0.2352
progressive_passes,-1.0261
carry_progressive_distance,-0.1439
assisted_shots,0.4384
fouled,0.2645
pens_won,1.901
tackles,-0.6397
interceptions,-0.8541
blocks,-0.9367
tackles_won,-0.5069
dribble_tackles,-1.0735
dribbles_vs,-0.743
pressures,0.7716
pressure_regains,0.6406
clearances,-0.4739
errors,0.2891
aerials_won,0.2384
aerials_lost,2.2659
ball_recoveries,-1.3221
pens_conceded,-0.4415
fouls,-0.1399
cards_yellow_red,-0.2618
