position,RW
minutes,-0.7179
passes_completed,-1.0294
passes,-1.2599
dribbles_completed,2.0955
dribbles,2.6982
passes_completed_short,-0.989
passes_short,-1.1393
passes_completed_medium,-0.7158
passes_medium,-0.8616
passes_completed_long,-1.0259
passes_long,-1.2702
passes_total_distance,-0.9992
passes_free_kicks,-0.5453
through_balls,-0.632
passes_pressure,-0.2391
passes_switches,-0.0969
crosses,0.363
corner_kicks,-0.5565
passes_intercepted,-0.9106
passes_blocked,-0.6859
dispossessed,0.6417
goals,1.5903
assists,0.8476
pens_made,-0.2418
pens_att,-0.271
shots_total,1.2229
shots_on_target,1.4456
sca,-0.0407
gca,-0.1119
xg,2.155
crosses_into_penalty_area,-0.1364
passes_into_final_third,-1.3785
passes_into_penalty_area,-0.9917
progressive_passes,-1.2814
carry_progressive_distance,-0.3367
assisted_shots,-0.2354
fouled,0.7902
pens_won,-0.2935
tackles,-0.7737
interceptions,-0.7927
blocks,-2.0328
tackles_won,-1.1296
dribble_tackles,-0.9027
dribbles_vs,-1.4971
pressures,1.5257
pressure_regains,1.479
clearances,-0.772
errors,-0.3758
aerials_won,0.4887
aerials_lost,-0.0689
ball_recoveries,-1.4118
pens_conceded,-0.3182
fouls,2.8598
cards_yellow_red,-0.1906
