position,CM
minutes,2984.0
passes_completed,0.153
passes,0.2094
dribbles_completed,-0.2783
dribbles,-0.3478
passes_completed_short,0.0193
passes_short,-0.0298
passes_completed_medium,0.0986
passes_medium,0.2173
passes_completed_long,0.4127
passes_long,0.3805
passes_total_distance,0.2471
passes_free_kicks,1.1488
through_balls,0.2228
passes_pressure,0.6223
passes_switches,0.2206
crosses,-0.7628
corner_kicks,-0.3563
passes_intercepted,0.6875
passes_blocked,-0.4124
dispossessed,-0.152
goals,-0.724
assists,-0.5296
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.635
shots_on_target,-0.5114
sca,-0.0396
gca,-0.4736
xg,-0.8044
crosses_into_penalty_area,-0.7441
passes_into_final_third,1.2205
passes_into_penalty_area,-0.6948
progressive_passes,1.0541
carry_progressive_distance,-0.2551
assisted_shots,-0.1394
fouled,0.4538
pens_won,0.4216
tackles,0.887
interceptions,0.3807
blocks,0.2566
tackles_won,1.0646
dribble_tackles,0.3992
dribbles_vs,0.829
pressures,0.1229
pressure_regains,0.4514
clearances,0.2195
errors,0.2567
aerials_won,0.1378
aerials_lost,-0.6697
ball_recoveries,0.9972
pens_conceded,-0.3183
fouls,0.593
cards_yellow_red,-0.1907
