position,RM
minutes,1266.0
passes_completed,-0.1458
passes,-0.086
dribbles_completed,0.7165
dribbles,1.333
passes_completed_short,0.1662
passes_short,0.2137
passes_completed_medium,-0.3419
passes_medium,-0.2878
passes_completed_long,-0.1763
passes_long,0.026
passes_total_distance,-0.2208
passes_free_kicks,0.404
through_balls,0.3755
passes_pressure,0.1
passes_switches,0.6612
crosses,0.9163
corner_kicks,1.9402
passes_intercepted,-0.6913
passes_blocked,0.0026
dispossessed,1.3206
goals,0.0909
assists,1.5088
pens_made,-0.2419
pens_att,-0.2711
shots_total,1.8175
shots_on_target,1.2365
sca,2.2419
gca,2.4687
xg,0.8966
crosses_into_penalty_area,-0.3478
passes_into_final_third,-0.4065
passes_into_penalty_area,0.2486
progressive_passes,-0.0991
carry_progressive_distance,1.7842
assisted_shots,2.2802
fouled,1.8892
pens_won,-0.2937
tackles,0.1345
interceptions,0.1463
blocks,1.3369
tackles_won,0.1528
dribble_tackles,0.0682
dribbles_vs,1.8724
pressures,1.7699
pressure_regains,1.8187
clearances,-0.7587
errors,-0.376
aerials_won,-0.4932
aerials_lost,0.2234
ball_recoveries,-0.4717
pens_conceded,-0.3183
fouls,0.6033
cards_yellow_red,-0.1907
