position,CM
minutes,-0.6285
passes_completed,2.5637
passes,2.3256
dribbles_completed,0.1013
dribbles,-0.338
passes_completed_short,1.3596
passes_short,1.3128
passes_completed_medium,2.2876
passes_medium,2.2163
passes_completed_long,3.8543
passes_long,2.5026
passes_total_distance,3.0138
passes_free_kicks,-0.6621
through_balls,2.6069
passes_pressure,1.4123
passes_switches,2.6851
crosses,-0.8842
corner_kicks,-0.2672
passes_intercepted,-0.4286
passes_blocked,-0.5303
dispossessed,-0.7248
goals,-0.7238
assists,0.4505
pens_made,-0.2418
pens_att,-0.271
shots_total,0.2735
shots_on_target,0.4651
sca,1.04
gca,1.701
xg,-0.7813
crosses_into_penalty_area,-0.3116
passes_into_final_third,2.0157
passes_into_penalty_area,0.122
progressive_passes,1.9457
carry_progressive_distance,-0.0047
assisted_shots,-0.3011
fouled,-1.4593
pens_won,-0.2935
tackles,0.3757
interceptions,-0.0442
blocks,0.0445
tackles_won,1.0947
dribble_tackles,0.1764
dribbles_vs,0.8939
pressures,-0.5841
pressure_regains,-0.2935
clearances,-0.8317
errors,-0.3758
aerials_won,-0.6768
aerials_lost,-1.169
ball_recoveries,-0.3484
pens_conceded,-0.3182
fouls,-1.0571
cards_yellow_red,-0.1906
