position,CM
minutes,396.0
passes_completed,0.171
passes,0.1988
dribbles_completed,1.0121
dribbles,1.8116
passes_completed_short,0.6557
passes_short,0.6491
passes_completed_medium,-0.1384
passes_medium,-0.2088
passes_completed_long,-0.1416
passes_long,-0.1021
passes_total_distance,-0.0507
passes_free_kicks,0.587
through_balls,0.9785
passes_pressure,0.5006
passes_switches,-0.6644
crosses,-0.1987
corner_kicks,1.6007
passes_intercepted,-0.2595
passes_blocked,0.7888
dispossessed,1.4144
goals,0.5786
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.1357
shots_on_target,0.0853
sca,0.349
gca,0.0008
xg,0.2519
crosses_into_penalty_area,0.7571
passes_into_final_third,0.1844
passes_into_penalty_area,1.1802
progressive_passes,0.1266
carry_progressive_distance,2.9987
assisted_shots,1.2158
fouled,2.0202
pens_won,-0.2937
tackles,1.5282
interceptions,-1.1623
blocks,-0.5648
tackles_won,2.1382
dribble_tackles,2.1734
dribbles_vs,0.9669
pressures,1.6411
pressure_regains,1.1335
clearances,-0.7418
errors,-0.376
aerials_won,-0.9085
aerials_lost,-0.8555
ball_recoveries,-0.6396
pens_conceded,-0.3183
fouls,-0.2044
cards_yellow_red,-0.1907
