position,CB
minutes,1.0529
passes_completed,-0.4513
passes,-0.5345
dribbles_completed,-1.1821
dribbles,-1.2298
passes_completed_short,-1.2336
passes_short,-1.4125
passes_completed_medium,-0.2281
passes_medium,-0.3554
passes_completed_long,1.0978
passes_long,1.102
passes_total_distance,0.1203
passes_free_kicks,-0.5417
through_balls,-0.4398
passes_pressure,-0.9426
passes_switches,0.6971
crosses,-1.0908
corner_kicks,-0.5565
passes_intercepted,-0.9035
passes_blocked,-0.9936
dispossessed,-1.0768
goals,-0.4129
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.4475
shots_on_target,-0.4968
sca,-1.1939
gca,-0.7686
xg,-0.3063
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.13
passes_into_penalty_area,-1.053
progressive_passes,-0.8758
carry_progressive_distance,-1.0272
assisted_shots,-1.1225
fouled,-0.9689
pens_won,-0.2935
tackles,-0.5882
interceptions,0.5746
blocks,0.7617
tackles_won,-0.6026
dribble_tackles,-0.0728
dribbles_vs,-0.7283
pressures,-1.7228
pressure_regains,-1.2199
clearances,2.6101
errors,0.193
aerials_won,2.2206
aerials_lost,0.2224
ball_recoveries,0.5992
pens_conceded,0.4257
fouls,-0.1994
cards_yellow_red,-0.1906
