position,RB
passes_completed,-0.7395
passes,-0.8261
dribbles_completed,0.4553
dribbles,0.3952
passes_completed_short,-0.624
passes_short,-0.6591
passes_completed_medium,-0.6213
passes_medium,-0.4755
passes_completed_long,-0.6124
passes_long,-0.7944
passes_total_distance,-0.8311
passes_free_kicks,-0.7924
through_balls,-0.7252
passes_pressure,-1.0217
passes_switches,-1.1611
crosses,-0.2948
corner_kicks,0.1387
passes_intercepted,-0.475
passes_blocked,-0.0872
dispossessed,2.1042
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.7845
shots_on_target,0.4357
sca,0.7788
gca,-1.0626
xg,0.1487
crosses_into_penalty_area,-0.8365
passes_into_final_third,-0.3764
passes_into_penalty_area,0.6824
progressive_passes,-0.2828
carry_progressive_distance,0.2287
assisted_shots,0.8641
fouled,-0.8199
pens_won,-0.3695
tackles,-0.5625
interceptions,-1.0206
blocks,-0.5272
tackles_won,-0.3084
dribble_tackles,-0.703
dribbles_vs,0.0857
pressures,0.7459
pressure_regains,0.9014
clearances,-0.8884
errors,-0.5457
aerials_won,-0.8846
aerials_lost,0.5163
ball_recoveries,-1.0134
pens_conceded,-0.4415
fouls,-0.2485
cards_yellow_red,-0.2618
