position,AM
minutes,-0.7998
passes_completed,-0.9362
passes,-0.8196
dribbles_completed,0.6603
dribbles,0.8764
passes_completed_short,-0.5993
passes_short,-0.1562
passes_completed_medium,-0.9285
passes_medium,-1.133
passes_completed_long,-1.0168
passes_long,-0.9572
passes_total_distance,-1.0626
passes_free_kicks,-1.0216
through_balls,-0.632
passes_pressure,0.6188
passes_switches,-0.4699
crosses,-0.4238
corner_kicks,-0.5565
passes_intercepted,0.84
passes_blocked,0.6546
dispossessed,1.8409
goals,2.5735
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,1.7024
shots_on_target,1.0867
sca,0.8881
gca,1.5494
xg,-0.0641
crosses_into_penalty_area,0.167
passes_into_final_third,-1.2733
passes_into_penalty_area,-0.4077
progressive_passes,-0.9515
carry_progressive_distance,1.341
assisted_shots,1.0836
fouled,-0.1102
pens_won,-0.2935
tackles,-0.947
interceptions,-0.434
blocks,-0.5415
tackles_won,-0.3266
dribble_tackles,-0.6756
dribbles_vs,-1.6335
pressures,-0.9307
pressure_regains,0.3163
clearances,-0.6687
errors,-0.3758
aerials_won,1.1794
aerials_lost,1.0636
ball_recoveries,-0.8607
pens_conceded,-0.3182
fouls,-0.6465
cards_yellow_red,11.9643
