position,DM
minutes,2240.0
passes_completed,1.1102
passes,0.9188
dribbles_completed,0.3519
dribbles,0.2296
passes_completed_short,1.1671
passes_short,1.0973
passes_completed_medium,0.9535
passes_medium,0.8892
passes_completed_long,0.1752
passes_long,-0.191
passes_total_distance,0.7617
passes_free_kicks,-0.2635
through_balls,-0.3474
passes_pressure,0.4847
passes_switches,-0.1467
crosses,-0.2743
corner_kicks,-0.5185
passes_intercepted,0.2143
passes_blocked,-0.1644
dispossessed,-0.0508
goals,-0.4938
assists,-0.127
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.5296
shots_on_target,-0.3395
sca,-0.1144
gca,-0.4741
xg,-0.3138
crosses_into_penalty_area,0.002
passes_into_final_third,0.8116
passes_into_penalty_area,-0.3654
progressive_passes,0.2851
carry_progressive_distance,0.8962
assisted_shots,0.2202
fouled,-0.8514
pens_won,-0.2937
tackles,0.2185
interceptions,-0.0412
blocks,-0.2037
tackles_won,0.131
dribble_tackles,0.0518
dribbles_vs,-0.2719
pressures,-0.5251
pressure_regains,-0.0989
clearances,-0.2897
errors,-0.376
aerials_won,-0.3284
aerials_lost,-0.5764
ball_recoveries,0.9205
pens_conceded,0.7839
fouls,-0.2228
cards_yellow_red,-0.1907
