position,DM
passes_completed,0.0949
passes,-0.126
dribbles_completed,-0.9855
dribbles,-0.8726
passes_completed_short,-0.4173
passes_short,-0.6192
passes_completed_medium,0.1046
passes_medium,0.0029
passes_completed_long,0.9839
passes_long,0.4718
passes_total_distance,0.3798
passes_free_kicks,1.1743
through_balls,-0.632
passes_pressure,0.0523
passes_switches,0.8485
crosses,-0.4639
corner_kicks,1.0998
passes_intercepted,0.5969
passes_blocked,-1.0155
dispossessed,-0.8878
goals,-0.0571
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.3525
shots_on_target,-0.1732
sca,-0.7344
gca,-0.4924
xg,-0.5565
crosses_into_penalty_area,-0.439
passes_into_final_third,0.0139
passes_into_penalty_area,-0.5798
progressive_passes,-0.6411
carry_progressive_distance,-0.6436
assisted_shots,-0.3927
fouled,-0.722
pens_won,-0.2935
tackles,-1.1423
interceptions,0.5521
blocks,-1.0702
tackles_won,-0.8185
dribble_tackles,-1.4373
dribbles_vs,-1.4247
pressures,0.5882
pressure_regains,0.3134
clearances,-0.875
errors,-0.3758
aerials_won,-1.0197
aerials_lost,-1.0856
ball_recoveries,0.3058
pens_conceded,-0.3182
fouls,-1.8556
cards_yellow_red,-0.1906
