position,RW
passes_completed,-0.1511
passes,-0.38
dribbles_completed,0.1876
dribbles,-0.0221
passes_completed_short,0.3716
passes_short,0.2493
passes_completed_medium,-0.4581
passes_medium,-0.535
passes_completed_long,-0.4824
passes_long,-0.8181
passes_total_distance,-0.39
passes_free_kicks,-0.2565
through_balls,0.9
passes_pressure,0.4156
passes_switches,-0.6996
crosses,-0.6898
corner_kicks,-0.3513
passes_intercepted,-0.5902
passes_blocked,-0.9179
dispossessed,0.2981
goals,-0.7238
assists,0.0956
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.7646
shots_on_target,-0.4987
sca,1.1269
gca,0.4326
xg,-0.6578
crosses_into_penalty_area,-0.4681
passes_into_final_third,-0.1022
passes_into_penalty_area,1.228
progressive_passes,-0.118
carry_progressive_distance,-0.2487
assisted_shots,0.7781
fouled,2.5709
pens_won,-0.2935
tackles,-0.817
interceptions,-0.9589
blocks,0.0284
tackles_won,-0.5126
dribble_tackles,-0.5786
dribbles_vs,-1.2093
pressures,0.1806
pressure_regains,0.1572
clearances,-0.8199
errors,-0.3758
aerials_won,-0.7016
aerials_lost,-0.4289
ball_recoveries,-0.5155
pens_conceded,-0.3182
fouls,-1.5188
cards_yellow_red,-0.1906
