position,AM
passes_completed,-0.8391
passes,-0.6322
dribbles_completed,-0.2459
dribbles,-0.0561
passes_completed_short,-0.5924
passes_short,-0.4942
passes_completed_medium,-0.629
passes_medium,-0.5771
passes_completed_long,-0.9177
passes_long,-0.1007
passes_total_distance,-0.9184
passes_free_kicks,1.6005
through_balls,-0.7252
passes_pressure,-0.0739
passes_switches,-0.5737
crosses,1.0079
corner_kicks,4.4705
passes_intercepted,-0.5586
passes_blocked,-0.1847
dispossessed,1.3302
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.6658
shots_on_target,-0.3181
sca,0.8565
gca,-1.0626
xg,-0.286
crosses_into_penalty_area,0.2141
passes_into_final_third,-0.4482
passes_into_penalty_area,-0.772
progressive_passes,-0.8408
carry_progressive_distance,-1.009
assisted_shots,0.7359
fouled,-0.1647
pens_won,-0.3695
tackles,0.8216
interceptions,-0.5208
blocks,3.1336
tackles_won,0.0575
dribble_tackles,1.417
dribbles_vs,0.8598
pressures,1.6563
pressure_regains,1.2802
clearances,-0.897
errors,-0.5457
aerials_won,-0.2049
aerials_lost,-0.2967
ball_recoveries,-0.1262
pens_conceded,-0.4415
fouls,-0.3451
cards_yellow_red,-0.2618
