position,CB
minutes,1.4552
passes_completed,1.7095
passes,1.38
dribbles_completed,-1.1919
dribbles,-1.2051
passes_completed_short,0.2313
passes_short,-0.0289
passes_completed_medium,2.6181
passes_medium,2.4905
passes_completed_long,1.2131
passes_long,0.7461
passes_total_distance,1.9362
passes_free_kicks,0.1548
through_balls,-0.632
passes_pressure,-0.4557
passes_switches,0.0864
crosses,-1.1355
corner_kicks,-0.535
passes_intercepted,-0.9539
passes_blocked,-1.5668
dispossessed,-1.2861
goals,-0.2042
assists,-0.4077
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.713
shots_on_target,-0.6397
sca,-1.3837
gca,-0.6067
xg,-0.4349
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.1119
passes_into_penalty_area,-1.272
progressive_passes,-0.9103
carry_progressive_distance,0.1548
assisted_shots,-1.2974
fouled,-0.9915
pens_won,-0.2935
tackles,-1.0028
interceptions,-0.3101
blocks,-0.1772
tackles_won,-1.0034
dribble_tackles,-0.7772
dribbles_vs,-1.3856
pressures,-1.7532
pressure_regains,-1.7775
clearances,1.5367
errors,0.5748
aerials_won,1.7144
aerials_lost,-0.15
ball_recoveries,0.6915
pens_conceded,1.5468
fouls,0.2314
cards_yellow_red,-0.1906
