position,CB
minutes,1016.0
passes_completed,0.0074
passes,-0.2868
dribbles_completed,-0.7542
dribbles,-0.7271
passes_completed_short,-1.0666
passes_short,-1.2826
passes_completed_medium,0.6376
passes_medium,0.4764
passes_completed_long,0.7982
passes_long,0.3265
passes_total_distance,0.4533
passes_free_kicks,-0.2904
through_balls,-0.6322
passes_pressure,-1.4057
passes_switches,-0.2561
crosses,-1.1359
corner_kicks,-0.5567
passes_intercepted,-1.2348
passes_blocked,-1.2188
dispossessed,-0.9137
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.5874
shots_on_target,-1.029
sca,-1.3193
gca,-1.0103
xg,-0.5729
crosses_into_penalty_area,-0.8508
passes_into_final_third,-1.138
passes_into_penalty_area,-1.0309
progressive_passes,-0.8662
carry_progressive_distance,-1.012
assisted_shots,-1.3957
fouled,-0.8279
pens_won,-0.2937
tackles,0.7571
interceptions,0.7705
blocks,0.434
tackles_won,0.4873
dribble_tackles,1.3772
dribbles_vs,-0.0978
pressures,-1.3184
pressure_regains,-1.1502
clearances,1.2249
errors,5.198
aerials_won,1.0027
aerials_lost,-0.0392
ball_recoveries,0.4625
pens_conceded,-0.3183
fouls,-0.1798
cards_yellow_red,-0.1907
