position,FW
minutes,-0.5549
passes_completed,-0.693
passes,-0.7121
dribbles_completed,-0.2578
dribbles,-0.1477
passes_completed_short,-0.5706
passes_short,-0.5596
passes_completed_medium,-0.7101
passes_medium,-0.7157
passes_completed_long,-0.6881
passes_long,-0.6939
passes_total_distance,-0.7225
passes_free_kicks,-0.6158
through_balls,-0.5
passes_pressure,-0.599
passes_switches,-0.6894
crosses,-0.4609
corner_kicks,-0.3242
passes_intercepted,-0.5751
passes_blocked,-0.5727
dispossessed,0.2342
goals,-0.2085
assists,-0.5781
pens_made,0.4563
pens_att,0.8987
shots_total,-0.2691
shots_on_target,-0.1136
sca,-0.4138
gca,-0.525
xg,0.07
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.6512
passes_into_penalty_area,-0.5288
progressive_passes,-0.6162
carry_progressive_distance,-0.6305
assisted_shots,-0.3993
fouled,-0.2374
pens_won,-0.3681
tackles,-0.7382
interceptions,-0.6604
blocks,-0.7651
tackles_won,-0.69
dribble_tackles,-0.7477
dribbles_vs,-0.5627
pressures,-0.2197
pressure_regains,-0.3715
clearances,-0.4667
errors,-0.5331
aerials_won,-0.2702
aerials_lost,0.3201
ball_recoveries,-0.6945
pens_conceded,-0.4889
fouls,-0.327
cards_yellow_red,-0.3235
