position,AM
minutes,393.0
passes_completed,0.054
passes,0.1425
dribbles_completed,1.5342
dribbles,0.7493
passes_completed_short,0.5608
passes_short,0.4854
passes_completed_medium,-0.4517
passes_medium,-0.352
passes_completed_long,-0.0483
passes_long,0.0858
passes_total_distance,-0.2239
passes_free_kicks,0.5993
through_balls,-0.6322
passes_pressure,0.3368
passes_switches,-0.6589
crosses,3.3974
corner_kicks,1.1824
passes_intercepted,-1.321
passes_blocked,0.8091
dispossessed,0.6585
goals,0.5886
assists,1.065
pens_made,-0.2419
pens_att,-0.2711
shots_total,2.2921
shots_on_target,3.462
sca,3.5217
gca,1.0274
xg,0.5897
crosses_into_penalty_area,4.0095
passes_into_final_third,-0.644
passes_into_penalty_area,2.6318
progressive_passes,0.2901
carry_progressive_distance,1.6514
assisted_shots,1.2357
fouled,3.596
pens_won,-0.2937
tackles,-0.885
interceptions,-1.6376
blocks,-1.6313
tackles_won,-0.6349
dribble_tackles,-1.4379
dribbles_vs,-1.1649
pressures,-1.6295
pressure_regains,-1.5417
clearances,-1.0155
errors,-0.376
aerials_won,-1.1372
aerials_lost,-0.614
ball_recoveries,-1.0389
pens_conceded,-0.3183
fouls,-0.9322
cards_yellow_red,-0.1907
