position,CM
passes_completed,-0.1711
passes,0.0157
dribbles_completed,1.9837
dribbles,1.9428
passes_completed_short,0.2218
passes_short,0.5049
passes_completed_medium,-0.3462
passes_medium,-0.2586
passes_completed_long,-0.4654
passes_long,-0.3013
passes_total_distance,-0.4092
passes_free_kicks,0.7274
through_balls,-0.7252
passes_pressure,0.6927
passes_switches,0.2459
crosses,1.0822
corner_kicks,0.7271
passes_intercepted,0.857
passes_blocked,0.4692
dispossessed,1.2765
goals,1.0188
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,1.4273
shots_on_target,2.8277
sca,0.9427
gca,-1.0626
xg,0.0265
crosses_into_penalty_area,0.7974
passes_into_final_third,-0.239
passes_into_penalty_area,1.7935
progressive_passes,0.3278
carry_progressive_distance,1.8474
assisted_shots,1.8581
fouled,1.1562
pens_won,-0.3695
tackles,0.0112
interceptions,-0.7582
blocks,-0.9567
tackles_won,0.3583
dribble_tackles,0.4006
dribbles_vs,-0.1147
pressures,0.0009
pressure_regains,0.6748
clearances,-0.892
errors,-0.5457
aerials_won,-1.1308
aerials_lost,-0.5067
ball_recoveries,-0.1167
pens_conceded,-0.4415
fouls,-0.8807
cards_yellow_red,-0.2618
