position,LB
minutes,1012.0
passes_completed,0.1304
passes,0.4113
dribbles_completed,-0.6542
dribbles,-0.6045
passes_completed_short,0.3562
passes_short,0.3016
passes_completed_medium,0.2921
passes_medium,0.5492
passes_completed_long,-0.8945
passes_long,-0.2755
passes_total_distance,-0.1581
passes_free_kicks,-1.022
through_balls,-0.6322
passes_pressure,0.1992
passes_switches,-0.8232
crosses,0.1844
corner_kicks,-0.5567
passes_intercepted,0.227
passes_blocked,0.2118
dispossessed,-0.2072
goals,-0.724
assists,-0.0583
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.148
shots_on_target,-1.029
sca,-1.1736
gca,-0.219
xg,-0.8272
crosses_into_penalty_area,0.4075
passes_into_final_third,-0.4819
passes_into_penalty_area,-0.6125
progressive_passes,-0.9755
carry_progressive_distance,-0.6276
assisted_shots,-1.1402
fouled,-0.8246
pens_won,-0.2937
tackles,-1.0218
interceptions,2.4538
blocks,2.4025
tackles_won,-0.5922
dribble_tackles,0.2107
dribbles_vs,0.2233
pressures,-0.4722
pressure_regains,-0.2676
clearances,0.5911
errors,-0.376
aerials_won,-0.2421
aerials_lost,-0.8658
ball_recoveries,0.3465
pens_conceded,-0.3183
fouls,-0.8926
cards_yellow_red,-0.1907
