position,RB
passes_completed,0.8736
passes,1.2886
dribbles_completed,-0.5326
dribbles,-0.4758
passes_completed_short,1.0483
passes_short,1.077
passes_completed_medium,0.7347
passes_medium,0.9866
passes_completed_long,-0.0172
passes_long,0.5666
passes_total_distance,0.6001
passes_free_kicks,0.2441
through_balls,-0.2832
passes_pressure,1.1866
passes_switches,0.0394
crosses,1.6334
corner_kicks,-0.1374
passes_intercepted,0.1668
passes_blocked,1.5998
dispossessed,-0.6633
goals,-0.6673
assists,0.3706
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.5862
shots_on_target,-0.4321
sca,-0.1643
gca,-0.1333
xg,-0.6768
crosses_into_penalty_area,1.1821
passes_into_final_third,0.3755
passes_into_penalty_area,0.8891
progressive_passes,0.8351
carry_progressive_distance,0.0614
assisted_shots,-0.0144
fouled,-0.2808
pens_won,-0.3695
tackles,0.8458
interceptions,0.2761
blocks,1.057
tackles_won,0.4205
dribble_tackles,0.8621
dribbles_vs,0.4326
pressures,-0.1399
pressure_regains,0.1176
clearances,0.7698
errors,-0.0157
aerials_won,0.2439
aerials_lost,-0.2823
ball_recoveries,0.6265
pens_conceded,-0.1016
fouls,0.3094
cards_yellow_red,-0.2618
