position,CM
passes_completed,0.7901
passes,0.6227
dribbles_completed,-0.5891
dribbles,-0.7042
passes_completed_short,0.8617
passes_short,0.7705
passes_completed_medium,0.5419
passes_medium,0.4897
passes_completed_long,0.3949
passes_long,0.0318
passes_total_distance,0.6618
passes_free_kicks,-0.4348
through_balls,-0.5004
passes_pressure,0.3424
passes_switches,0.8336
crosses,-0.8109
corner_kicks,-0.3773
passes_intercepted,-0.8229
passes_blocked,-0.7997
dispossessed,-0.6403
goals,-0.7415
assists,-0.6199
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.9435
shots_on_target,-0.9871
sca,-0.6139
gca,-0.6844
xg,-0.7655
crosses_into_penalty_area,-0.6498
passes_into_final_third,1.5798
passes_into_penalty_area,-0.663
progressive_passes,0.4568
carry_progressive_distance,-0.8005
assisted_shots,-0.4952
fouled,-0.7248
pens_won,-0.3695
tackles,1.0988
interceptions,1.8256
blocks,0.2443
tackles_won,1.0602
dribble_tackles,0.3252
dribbles_vs,0.9044
pressures,0.5802
pressure_regains,0.4932
clearances,0.0977
errors,-0.5457
aerials_won,-0.0408
aerials_lost,-0.2133
ball_recoveries,1.5186
pens_conceded,0.2501
fouls,0.7357
cards_yellow_red,2.287
