position,WB
passes_completed,-0.0779
passes,0.1257
dribbles_completed,0.5281
dribbles,0.7917
passes_completed_short,0.3465
passes_short,0.4016
passes_completed_medium,-0.1904
passes_medium,0.0417
passes_completed_long,-0.5896
passes_long,-0.3428
passes_total_distance,-0.3281
passes_free_kicks,-0.5901
through_balls,0.1697
passes_pressure,-0.2209
passes_switches,-0.0279
crosses,2.2525
corner_kicks,0.152
passes_intercepted,0.6876
passes_blocked,1.1316
dispossessed,-0.4693
goals,-0.2268
assists,0.9975
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.0571
shots_on_target,-0.0407
sca,0.9778
gca,1.0878
xg,-0.3654
crosses_into_penalty_area,1.446
passes_into_final_third,-0.3384
passes_into_penalty_area,1.875
progressive_passes,1.0402
carry_progressive_distance,1.2206
assisted_shots,0.9613
fouled,-0.8923
pens_won,-0.3695
tackles,-0.5506
interceptions,-0.6984
blocks,-0.3791
tackles_won,-0.7455
dribble_tackles,-0.1211
dribbles_vs,-0.4113
pressures,-0.6637
pressure_regains,-0.727
clearances,-0.3487
errors,-0.5457
aerials_won,-0.7098
aerials_lost,-0.6208
ball_recoveries,-0.2716
pens_conceded,0.3452
fouls,-1.1941
cards_yellow_red,-0.2618
