position,RB
passes_completed,1.1439
passes,1.0832
dribbles_completed,-0.5289
dribbles,-0.6996
passes_completed_short,1.3761
passes_short,1.2778
passes_completed_medium,1.0447
passes_medium,1.0335
passes_completed_long,-0.066
passes_long,0.0033
passes_total_distance,0.7905
passes_free_kicks,0.011
through_balls,-0.632
passes_pressure,0.1207
passes_switches,-1.0274
crosses,0.1199
corner_kicks,-0.4842
passes_intercepted,0.5513
passes_blocked,0.3572
dispossessed,-0.8976
goals,-0.7238
assists,0.4494
pens_made,-0.2418
pens_att,-0.271
shots_total,-1.2549
shots_on_target,-1.0285
sca,-0.32
gca,-0.1635
xg,-0.8634
crosses_into_penalty_area,0.6301
passes_into_final_third,1.1963
passes_into_penalty_area,-0.1172
progressive_passes,0.8447
carry_progressive_distance,0.2804
assisted_shots,-0.3021
fouled,-0.2253
pens_won,-0.2935
tackles,0.9592
interceptions,1.3867
blocks,0.6406
tackles_won,0.5599
dribble_tackles,0.9811
dribbles_vs,1.6073
pressures,0.146
pressure_regains,-0.1209
clearances,0.4285
errors,1.2205
aerials_won,-0.026
aerials_lost,-0.3784
ball_recoveries,-0.2121
pens_conceded,-0.3182
fouls,1.1606
cards_yellow_red,-0.1906
