position,LW
passes_completed,-1.0709
passes,-0.9675
dribbles_completed,1.7635
dribbles,1.8814
passes_completed_short,-0.8417
passes_short,-0.7788
passes_completed_medium,-0.9432
passes_medium,-0.8083
passes_completed_long,-0.7062
passes_long,-0.4949
passes_total_distance,-1.0348
passes_free_kicks,-0.4486
through_balls,-0.3009
passes_pressure,-0.6001
passes_switches,0.3978
crosses,2.1664
corner_kicks,1.3748
passes_intercepted,-0.2745
passes_blocked,0.726
dispossessed,2.1633
goals,1.8203
assists,1.5142
pens_made,1.7602
pens_att,1.9849
shots_total,1.9985
shots_on_target,2.0973
sca,1.6728
gca,1.4349
xg,1.3372
crosses_into_penalty_area,1.4534
passes_into_final_third,-1.092
passes_into_penalty_area,0.767
progressive_passes,-0.7566
carry_progressive_distance,1.116
assisted_shots,1.2901
fouled,1.0752
pens_won,-0.3695
tackles,-0.6051
interceptions,-0.7382
blocks,-0.4247
tackles_won,-0.5
dribble_tackles,-0.3814
dribbles_vs,0.0333
pressures,0.7749
pressure_regains,0.7776
clearances,-0.8168
errors,-0.037
aerials_won,-0.8203
aerials_lost,0.1443
ball_recoveries,-0.6214
pens_conceded,-0.4415
fouls,0.238
cards_yellow_red,-0.2618
