position,CM
passes_completed,-1.4238
passes,-1.5723
dribbles_completed,0.3653
dribbles,0.332
passes_completed_short,-1.0396
passes_short,-0.9763
passes_completed_medium,-1.351
passes_medium,-1.3416
passes_completed_long,-1.1638
passes_long,-1.2339
passes_total_distance,-1.5096
passes_free_kicks,-0.9091
through_balls,-0.7252
passes_pressure,0.1907
passes_switches,-0.7224
crosses,0.1154
corner_kicks,-0.4808
passes_intercepted,-0.6362
passes_blocked,-0.2751
dispossessed,0.9082
goals,0.3238
assists,0.9138
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.031
shots_on_target,0.2722
sca,-0.9494
gca,-0.1724
xg,0.2106
crosses_into_penalty_area,-0.8365
passes_into_final_third,-0.7684
passes_into_penalty_area,-0.6581
progressive_passes,-1.092
carry_progressive_distance,-0.8751
assisted_shots,-0.7781
fouled,0.192
pens_won,-0.3695
tackles,-1.254
interceptions,-0.9185
blocks,-0.711
tackles_won,-1.183
dribble_tackles,-1.4707
dribbles_vs,-1.6145
pressures,-0.4107
pressure_regains,-0.4876
clearances,-0.8625
errors,-0.5457
aerials_won,2.6456
aerials_lost,2.6101
ball_recoveries,-1.6367
pens_conceded,-0.4415
fouls,2.1911
cards_yellow_red,8.7386
