position,LM
passes_completed,-1.1295
passes,-1.1688
dribbles_completed,2.4044
dribbles,2.8945
passes_completed_short,-0.6507
passes_short,-0.644
passes_completed_medium,-1.095
passes_medium,-1.1264
passes_completed_long,-1.1948
passes_long,-1.3541
passes_total_distance,-1.2088
passes_free_kicks,-0.7428
through_balls,1.0427
passes_pressure,-0.4904
passes_switches,-1.1411
crosses,0.2288
corner_kicks,-0.4443
passes_intercepted,-0.7491
passes_blocked,0.7224
dispossessed,3.2656
goals,0.6306
assists,2.0712
pens_made,2.5682
pens_att,2.0776
shots_total,0.2868
shots_on_target,0.1299
sca,0.8134
gca,2.1439
xg,1.1466
crosses_into_penalty_area,-0.4325
passes_into_final_third,-0.6845
passes_into_penalty_area,-0.014
progressive_passes,-0.4674
carry_progressive_distance,1.864
assisted_shots,-0.0375
fouled,-0.2281
pens_won,-0.2935
tackles,-0.43
interceptions,-1.1428
blocks,0.25
tackles_won,0.0239
dribble_tackles,-1.1244
dribbles_vs,-1.2772
pressures,1.3316
pressure_regains,-0.0239
clearances,-0.7305
errors,-0.3758
aerials_won,0.2903
aerials_lost,0.3914
ball_recoveries,-0.6753
pens_conceded,-0.3182
fouls,0.2522
cards_yellow_red,-0.1906
