position,AM
minutes,359.0
passes_completed,-1.19
passes,-1.3076
dribbles_completed,-0.6897
dribbles,-0.5879
passes_completed_short,-1.2777
passes_short,-1.2012
passes_completed_medium,-0.8106
passes_medium,-0.8649
passes_completed_long,-0.8126
passes_long,-1.1982
passes_total_distance,-0.9996
passes_free_kicks,-1.022
through_balls,-0.6322
passes_pressure,-1.3276
passes_switches,0.2164
crosses,-0.3088
corner_kicks,-0.5567
passes_intercepted,-0.0948
passes_blocked,0.3304
dispossessed,0.8549
goals,0.7129
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.2528
shots_on_target,0.2001
sca,0.1513
gca,-1.0103
xg,0.1896
crosses_into_penalty_area,-0.8508
passes_into_final_third,-0.3973
passes_into_penalty_area,1.0445
progressive_passes,0.834
carry_progressive_distance,-0.8114
assisted_shots,0.4047
fouled,-0.9883
pens_won,-0.2937
tackles,-0.1887
interceptions,-1.1134
blocks,-0.7748
tackles_won,0.3557
dribble_tackles,-0.1101
dribbles_vs,-0.204
pressures,-0.3549
pressure_regains,-0.2616
clearances,-0.8646
errors,-0.376
aerials_won,-1.1372
aerials_lost,-0.2859
ball_recoveries,-1.679
pens_conceded,-0.3183
fouls,-0.8268
cards_yellow_red,-0.1907
