position,DM
passes_completed,0.1817
passes,0.339
dribbles_completed,-0.1594
dribbles,-0.3796
passes_completed_short,-0.0542
passes_short,0.2063
passes_completed_medium,0.1253
passes_medium,0.1643
passes_completed_long,0.5917
passes_long,0.5373
passes_total_distance,0.2893
passes_free_kicks,0.1372
through_balls,-0.632
passes_pressure,1.0652
passes_switches,0.3592
crosses,-1.1355
corner_kicks,-0.5565
passes_intercepted,-1.0895
passes_blocked,-0.4309
dispossessed,-1.0439
goals,-0.7238
assists,0.5415
pens_made,-0.2418
pens_att,-0.271
shots_total,0.0477
shots_on_target,-0.6273
sca,-0.483
gca,-0.2817
xg,-0.1851
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.3216
passes_into_penalty_area,-0.7954
progressive_passes,-0.274
carry_progressive_distance,-0.7293
assisted_shots,-0.4547
fouled,-0.3378
pens_won,-0.2935
tackles,2.1005
interceptions,-0.61
blocks,0.4803
tackles_won,2.4581
dribble_tackles,2.464
dribbles_vs,3.2245
pressures,0.0596
pressure_regains,0.7597
clearances,1.0549
errors,-0.3758
aerials_won,5.7834
aerials_lost,1.394
ball_recoveries,2.6471
pens_conceded,-0.3182
fouls,1.6675
cards_yellow_red,-0.1906
