position,CM
minutes,2046.0
passes_completed,0.6952
passes,0.7831
dribbles_completed,0.1637
dribbles,-0.1647
passes_completed_short,0.3256
passes_short,0.4363
passes_completed_medium,0.8146
passes_medium,0.9465
passes_completed_long,0.5917
passes_long,0.4235
passes_total_distance,0.6983
passes_free_kicks,-0.2954
through_balls,0.3031
passes_pressure,1.7446
passes_switches,0.0188
crosses,-0.3377
corner_kicks,-0.5149
passes_intercepted,1.9575
passes_blocked,-0.0674
dispossessed,0.0786
goals,0.0323
assists,-0.4187
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.476
shots_on_target,-0.0585
sca,0.4976
gca,-0.0318
xg,0.1519
crosses_into_penalty_area,-0.384
passes_into_final_third,2.1484
passes_into_penalty_area,0.2055
progressive_passes,1.9454
carry_progressive_distance,0.2232
assisted_shots,0.3734
fouled,-1.1309
pens_won,-0.2937
tackles,0.7384
interceptions,0.4781
blocks,0.0691
tackles_won,1.0868
dribble_tackles,-0.1565
dribbles_vs,0.7686
pressures,1.5278
pressure_regains,1.4078
clearances,-0.2473
errors,0.5467
aerials_won,1.0324
aerials_lost,0.4547
ball_recoveries,0.4872
pens_conceded,-0.3183
fouls,1.2324
cards_yellow_red,-0.1907
