position,GK
passes_completed,-0.972
passes,-0.7671
dribbles_completed,-1.1537
dribbles,-1.1359
passes_completed_short,-1.747
passes_short,-1.93
passes_completed_medium,-0.7092
passes_medium,-0.9947
passes_completed_long,1.0998
passes_long,2.178
passes_total_distance,0.121
passes_free_kicks,2.073
through_balls,-0.4761
passes_pressure,-1.7605
passes_switches,-0.4535
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.65
passes_blocked,-1.6454
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.4413
gca,-1.0626
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.3172
passes_into_penalty_area,-1.197
progressive_passes,-1.7707
carry_progressive_distance,-1.2678
assisted_shots,-1.2456
fouled,-1.495
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.0881
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7272
pressures,-2.1216
pressure_regains,-2.2553
clearances,-0.999
errors,0.6493
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-1.4984
pens_conceded,-0.0583
fouls,-1.8106
cards_yellow_red,-0.2618
