position,DM
passes_completed,4.4917
passes,4.0973
dribbles_completed,-0.6938
dribbles,-0.753
passes_completed_short,4.1323
passes_short,3.8142
passes_completed_medium,3.9683
passes_medium,3.6652
passes_completed_long,1.7093
passes_long,0.6987
passes_total_distance,3.6443
passes_free_kicks,0.0624
through_balls,-0.7252
passes_pressure,2.2571
passes_switches,0.8211
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,1.73
passes_blocked,-0.2033
dispossessed,-0.7288
goals,-0.2254
assists,-0.0073
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.7173
shots_on_target,-0.377
sca,0.1979
gca,0.2312
xg,-0.6207
crosses_into_penalty_area,-0.8365
passes_into_final_third,5.5452
passes_into_penalty_area,-0.5396
progressive_passes,3.6841
carry_progressive_distance,1.6984
assisted_shots,0.0663
fouled,-0.0753
pens_won,-0.3695
tackles,0.1472
interceptions,0.8451
blocks,-0.5266
tackles_won,0.173
dribble_tackles,-0.3735
dribbles_vs,0.1764
pressures,-0.804
pressure_regains,-1.0177
clearances,-0.2508
errors,-0.5457
aerials_won,-0.779
aerials_lost,-0.4517
ball_recoveries,0.5117
pens_conceded,1.925
fouls,1.1399
cards_yellow_red,-0.2618
