position,RB
minutes,0.9493
passes_completed,1.0301
passes,1.1954
dribbles_completed,0.1954
dribbles,0.2483
passes_completed_short,1.3658
passes_short,1.3942
passes_completed_medium,0.8906
passes_medium,1.1041
passes_completed_long,0.2385
passes_long,0.5585
passes_total_distance,0.7792
passes_free_kicks,0.1034
through_balls,-0.073
passes_pressure,1.0842
passes_switches,0.6971
crosses,2.0155
corner_kicks,-0.2751
passes_intercepted,1.4505
passes_blocked,2.0187
dispossessed,0.2822
goals,0.7142
assists,0.3454
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.319
shots_on_target,0.402
sca,0.6861
gca,0.3165
xg,0.4028
crosses_into_penalty_area,2.5277
passes_into_final_third,0.6146
passes_into_penalty_area,0.9345
progressive_passes,1.0288
carry_progressive_distance,0.5168
assisted_shots,0.6197
fouled,0.6007
pens_won,-0.3681
tackles,1.3892
interceptions,2.4382
blocks,1.9155
tackles_won,0.8988
dribble_tackles,1.7121
dribbles_vs,1.1918
pressures,0.4176
pressure_regains,0.5533
clearances,1.6792
errors,0.2502
aerials_won,2.7641
aerials_lost,0.9646
ball_recoveries,1.2443
pens_conceded,5.7402
fouls,1.5008
cards_yellow_red,2.2462
