position,LW
passes_completed,-1.3167
passes,-1.319
dribbles_completed,1.2882
dribbles,1.8687
passes_completed_short,-0.9205
passes_short,-0.7758
passes_completed_medium,-1.1872
passes_medium,-1.1205
passes_completed_long,-1.1417
passes_long,-1.0726
passes_total_distance,-1.3715
passes_free_kicks,-0.9281
through_balls,-0.0211
passes_pressure,-0.6956
passes_switches,-1.2304
crosses,-0.1366
corner_kicks,-0.3187
passes_intercepted,-0.4096
passes_blocked,0.6302
dispossessed,0.664
goals,0.6758
assists,-0.4767
pens_made,-0.2739
pens_att,-0.3089
shots_total,1.026
shots_on_target,1.4328
sca,0.322
gca,-0.0757
xg,0.9261
crosses_into_penalty_area,-0.398
passes_into_final_third,-0.7926
passes_into_penalty_area,-0.0374
progressive_passes,-0.1695
carry_progressive_distance,0.756
assisted_shots,-0.1043
fouled,0.2855
pens_won,0.7787
tackles,-0.3829
interceptions,0.565
blocks,-0.1392
tackles_won,-0.2412
dribble_tackles,-0.0645
dribbles_vs,-0.0319
pressures,0.6493
pressure_regains,0.3974
clearances,-0.4487
errors,0.2987
aerials_won,-0.4867
aerials_lost,0.434
ball_recoveries,-0.7707
pens_conceded,-0.4415
fouls,0.2504
cards_yellow_red,-0.2618
