position,LB
minutes,0.1718
passes_completed,0.6051
passes,0.6695
dribbles_completed,-0.9794
dribbles,-0.9117
passes_completed_short,0.2054
passes_short,0.1273
passes_completed_medium,0.8273
passes_medium,0.8716
passes_completed_long,0.4935
passes_long,0.7689
passes_total_distance,0.7194
passes_free_kicks,-0.291
through_balls,-0.632
passes_pressure,-0.8776
passes_switches,0.0855
crosses,0.4754
corner_kicks,-0.5565
passes_intercepted,0.3762
passes_blocked,-0.4738
dispossessed,-1.3066
goals,-0.1777
assists,-0.0072
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.7316
shots_on_target,-0.5615
sca,-0.712
gca,-0.3742
xg,-0.3432
crosses_into_penalty_area,0.8345
passes_into_final_third,0.1843
passes_into_penalty_area,-0.1155
progressive_passes,0.7818
carry_progressive_distance,-0.414
assisted_shots,-0.3688
fouled,-1.2789
pens_won,-0.2935
tackles,-0.5024
interceptions,0.5545
blocks,0.1209
tackles_won,-0.6694
dribble_tackles,0.0765
dribbles_vs,0.1005
pressures,-1.0735
pressure_regains,-1.2672
clearances,1.0789
errors,1.6225
aerials_won,0.0619
aerials_lost,-0.8323
ball_recoveries,-0.0242
pens_conceded,2.2954
fouls,-0.0382
cards_yellow_red,-0.1906
