position,RM
minutes,540.0
passes_completed,0.4784
passes,0.7962
dribbles_completed,-0.6913
dribbles,-0.5898
passes_completed_short,0.2778
passes_short,0.3149
passes_completed_medium,0.7339
passes_medium,1.2966
passes_completed_long,-0.0322
passes_long,0.2407
passes_total_distance,0.3705
passes_free_kicks,-0.4321
through_balls,0.549
passes_pressure,0.5829
passes_switches,-0.3236
crosses,2.1633
corner_kicks,-0.5567
passes_intercepted,3.2213
passes_blocked,-0.1623
dispossessed,-0.8491
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.1598
shots_on_target,-0.6204
sca,-0.7323
gca,-1.0103
xg,-0.6516
crosses_into_penalty_area,1.5074
passes_into_final_third,-0.0942
passes_into_penalty_area,-0.0047
progressive_passes,0.6123
carry_progressive_distance,-0.6487
assisted_shots,-0.4381
fouled,-0.5396
pens_won,-0.2937
tackles,0.0036
interceptions,1.4991
blocks,1.5791
tackles_won,0.2039
dribble_tackles,0.3276
dribbles_vs,0.379
pressures,-0.8914
pressure_regains,-0.0501
clearances,-0.1122
errors,-0.376
aerials_won,-0.634
aerials_lost,-0.9815
ball_recoveries,0.6847
pens_conceded,-0.3183
fouls,-2.045
cards_yellow_red,-0.1907
