position,WB
minutes,540.0
passes_completed,0.0792
passes,0.5268
dribbles_completed,0.4109
dribbles,0.3133
passes_completed_short,0.3644
passes_short,0.7019
passes_completed_medium,-0.1233
passes_medium,0.3471
passes_completed_long,0.1483
passes_long,0.3255
passes_total_distance,0.0673
passes_free_kicks,0.1579
through_balls,0.549
passes_pressure,0.8615
passes_switches,0.0334
crosses,0.3762
corner_kicks,1.5
passes_intercepted,2.4399
passes_blocked,1.0542
dispossessed,-0.4718
goals,1.1865
assists,1.9016
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.1037
shots_on_target,-0.2119
sca,0.7545
gca,0.4727
xg,-0.4121
crosses_into_penalty_area,0.9178
passes_into_final_third,-0.1964
passes_into_penalty_area,-0.526
progressive_passes,0.1849
carry_progressive_distance,-0.8455
assisted_shots,1.9557
fouled,-0.3144
pens_won,-0.2937
tackles,0.3982
interceptions,0.8021
blocks,0.0069
tackles_won,-0.3791
dribble_tackles,-0.1138
dribbles_vs,-0.7969
pressures,0.2252
pressure_regains,0.0593
clearances,1.4936
errors,3.1198
aerials_won,1.3792
aerials_lost,0.0576
ball_recoveries,0.5026
pens_conceded,-0.3183
fouls,-0.6952
cards_yellow_red,-0.1907
