position,DM
minutes,1251.0
passes_completed,0.5499
passes,0.4592
dribbles_completed,-0.9252
dribbles,-0.926
passes_completed_short,0.0485
passes_short,-0.001
passes_completed_medium,0.695
passes_medium,0.7259
passes_completed_long,0.7493
passes_long,0.3227
passes_total_distance,0.7096
passes_free_kicks,-0.6825
through_balls,0.3875
passes_pressure,-0.2223
passes_switches,0.84
crosses,-0.6612
corner_kicks,-0.4201
passes_intercepted,1.3465
passes_blocked,-0.8151
dispossessed,-0.4379
goals,-0.724
assists,0.3824
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.5
shots_on_target,-0.3235
sca,0.0135
gca,-0.3702
xg,-0.6327
crosses_into_penalty_area,-0.5963
passes_into_final_third,0.7547
passes_into_penalty_area,-0.4079
progressive_passes,0.3394
carry_progressive_distance,-0.718
assisted_shots,-0.1557
fouled,-0.6936
pens_won,-0.2937
tackles,1.6927
interceptions,2.4243
blocks,0.0238
tackles_won,1.8122
dribble_tackles,1.4199
dribbles_vs,2.7644
pressures,1.3552
pressure_regains,1.214
clearances,-0.4523
errors,-0.376
aerials_won,-0.8476
aerials_lost,-0.8046
ball_recoveries,1.0254
pens_conceded,1.6553
fouls,0.169
cards_yellow_red,-0.1907
