position,AM
passes_completed,-1.151
passes,-1.3354
dribbles_completed,0.4077
dribbles,0.4252
passes_completed_short,-0.5412
passes_short,-0.4573
passes_completed_medium,-1.1635
passes_medium,-1.2034
passes_completed_long,-1.2571
passes_long,-1.3417
passes_total_distance,-1.3566
passes_free_kicks,-0.997
through_balls,-0.3467
passes_pressure,-0.4318
passes_switches,-1.03
crosses,-0.0376
corner_kicks,-0.4808
passes_intercepted,-0.3488
passes_blocked,-0.17
dispossessed,0.9579
goals,1.2899
assists,0.6178
pens_made,3.3553
pens_att,3.272
shots_total,1.0334
shots_on_target,0.8639
sca,0.5369
gca,0.6349
xg,1.2977
crosses_into_penalty_area,-0.1294
passes_into_final_third,-0.9512
passes_into_penalty_area,-0.283
progressive_passes,-1.1006
carry_progressive_distance,-0.856
assisted_shots,0.1959
fouled,1.2613
pens_won,0.2476
tackles,-1.1923
interceptions,-0.8299
blocks,-1.2543
tackles_won,-1.108
dribble_tackles,-1.0928
dribbles_vs,-0.9822
pressures,-0.1051
pressure_regains,-0.7191
clearances,-0.9007
errors,-0.5457
aerials_won,-0.3345
aerials_lost,0.1713
ball_recoveries,-1.3843
pens_conceded,-0.4415
fouls,-0.0745
cards_yellow_red,-0.2618
