position,RB
minutes,-0.4237
passes_completed,-0.4106
passes,-0.4203
dribbles_completed,-0.4844
dribbles,-0.4523
passes_completed_short,-0.3363
passes_short,-0.3351
passes_completed_medium,-0.3932
passes_medium,-0.4078
passes_completed_long,-0.4739
passes_long,-0.4196
passes_total_distance,-0.4397
passes_free_kicks,-0.3392
through_balls,-0.2865
passes_pressure,-0.4544
passes_switches,-0.5434
crosses,-0.3698
corner_kicks,-0.2505
passes_intercepted,-0.1779
passes_blocked,-0.1989
dispossessed,-0.4148
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6415
shots_on_target,-0.526
sca,-0.51
gca,-0.6302
xg,-0.5088
crosses_into_penalty_area,-0.2735
passes_into_final_third,-0.3533
passes_into_penalty_area,-0.4069
progressive_passes,-0.3218
carry_progressive_distance,-0.5591
assisted_shots,-0.537
fouled,-0.1866
pens_won,-0.3681
tackles,-0.004
interceptions,0.4793
blocks,-0.0631
tackles_won,-0.1898
dribble_tackles,0.0009
dribbles_vs,-0.2957
pressures,-0.3104
pressure_regains,-0.2529
clearances,-0.3024
errors,-0.5331
aerials_won,-0.5477
aerials_lost,-0.5947
ball_recoveries,-0.3321
pens_conceded,-0.4889
fouls,0.2912
cards_yellow_red,-0.3235
