position,GK
passes_completed,-1.2429
passes,-0.9333
dribbles_completed,-1.0847
dribbles,-1.0949
passes_completed_short,-1.9604
passes_short,-2.1299
passes_completed_medium,-1.1981
passes_medium,-1.4721
passes_completed_long,1.5034
passes_long,2.6957
passes_total_distance,0.0426
passes_free_kicks,2.7764
through_balls,-0.7252
passes_pressure,-2.0186
passes_switches,-0.4587
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.6769
passes_blocked,-1.5023
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.4186
gca,-1.0626
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.2299
passes_into_penalty_area,-1.219
progressive_passes,-1.7784
carry_progressive_distance,-1.2288
assisted_shots,-1.2547
fouled,-1.2584
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.125
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.755
pressures,-2.1264
pressure_regains,-2.2638
clearances,-1.0117
errors,-0.0848
aerials_won,-1.1308
aerials_lost,-1.232
ball_recoveries,-1.1107
pens_conceded,-0.1459
fouls,-1.8379
cards_yellow_red,-0.2618
