position,CM
passes_completed,0.2902
passes,0.5164
dribbles_completed,-0.3661
dribbles,-0.5504
passes_completed_short,0.3872
passes_short,0.4017
passes_completed_medium,0.2257
passes_medium,0.3834
passes_completed_long,-0.1279
passes_long,0.2658
passes_total_distance,0.1415
passes_free_kicks,1.6233
through_balls,-0.7252
passes_pressure,-0.5576
passes_switches,1.6736
crosses,0.3029
corner_kicks,1.509
passes_intercepted,1.1255
passes_blocked,-0.2216
dispossessed,-0.3187
goals,0.3632
assists,0.0535
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.447
shots_on_target,0.5363
sca,0.5927
gca,0.7836
xg,-0.2385
crosses_into_penalty_area,-0.8365
passes_into_final_third,1.3126
passes_into_penalty_area,-0.2011
progressive_passes,0.9159
carry_progressive_distance,-0.8664
assisted_shots,0.4243
fouled,-0.1983
pens_won,-0.3695
tackles,-0.3799
interceptions,0.148
blocks,-0.1699
tackles_won,-0.721
dribble_tackles,-0.2964
dribbles_vs,0.1229
pressures,0.1222
pressure_regains,0.4097
clearances,-0.6801
errors,-0.5457
aerials_won,-0.6037
aerials_lost,-0.089
ball_recoveries,0.8736
pens_conceded,-0.4415
fouls,0.3609
cards_yellow_red,-0.2618
